Protein,Group_Col,Group1,Group2,Group1_vs_Group2,F_P_Value,Log2_Fold_Change,Beta_Coefficient,Q_Value,Significant
CXCL1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.08282213836026259,0.366751349206349,0.32675377909085196,0.2823320969766009,False
CXCL10,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.4076011496120392,0.2837099603174602,0.21785367812751816,0.7074603047108383,False
CXCL11,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.8251571612760975,-0.024190992063492178,-0.05393211385564992,0.9424300957191937,False
CXCL12,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.22989339423917007,-0.09270928571428572,-0.09490308856816092,0.5235036380208921,False
CXCL13,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.24120964809457102,0.23197722222222228,0.1915865865719588,0.5362457169633839,False
CXCL5,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.14885237007694582,-0.16999555555555546,-0.2115150644224631,0.4106449946394109,False
CXCL6,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.9053775243236439,0.09730499999999997,0.03117921290438072,0.9716224585379905,False
CXCL9,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.9891541917846501,0.15165333333333297,0.0027739610765147513,0.9965312739885807,False
CXL17,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.6777062308868174,-0.00616837301587303,-0.02751167948535519,0.8799877756691389,False
CYR61,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.37996872187068775,0.19927539682539686,0.1391171825771786,0.6836006124851877,False
DAB2,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.31157422804671636,0.08916261904761913,0.08124225275463612,0.620656485261767,False
DAPP1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.9834782415799231,0.019240476190476086,0.0017570743211092268,0.9943964259385756,False
DCBLD2,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.33765066108551534,-0.0933392063492069,-0.13024450143798108,0.6442010769359406,False
DCN,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.11645245112130417,0.10652420634920556,0.09713358022730956,0.35240868547662574,False
DCTN1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,3.482346379544869e-08,0.5212290476190475,0.5223815191543382,8.235697520763385e-07,True
DCTN2,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.009366545186778128,0.17064817460317463,0.16997320304263075,0.05702930873844284,False
DDAH1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,1.916177179090549e-18,2.063478650793651,2.042645267344168,2.9369100225676304e-16,True
DDC,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.0039491297771294485,0.49082222222222216,0.45134635521877814,0.028561310638585937,True
DDR1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.3373032985882045,-0.0970360317460317,-0.10185723899383209,0.6439059376641891,False
DDX58,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.10687109685303066,0.12961380952380952,0.1169201776535119,0.33560387782452894,False
DECR1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.06898706936377946,0.23045722222222215,0.2531878641705617,0.25314315968200846,False
DEFB4A,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.7173928085510886,0.07335472222222217,0.05480352303499281,0.8985731076775382,False
DFFA,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,2.949404344951465e-07,0.5036909523809523,0.4930341280865373,5.818813809507998e-06,True
DGKZ,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.3415698511899168,-0.05054095238095239,-0.05287001129271628,0.6472448202528855,False
DIABLO,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.8331284085803234,0.027466666666666584,0.02114489561284879,0.9441253258048028,False
DKKL1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.2804366194763839,0.06628476190476174,0.060095547029475636,0.5887986978995731,False
DLL1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.9025184841003925,0.01984916666666603,-0.022326113498270905,0.9716224585379905,False
DNAJB1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,8.271574392820338e-06,0.33516285714285715,0.3317359781643817,0.0001239181351706355,True
DNER,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.2450108618237347,-0.05421440476190398,-0.06746210434225597,0.5412241044166202,False
DPEP1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.14737526559893016,0.09660734126984105,0.09620170282283144,0.40784057875815044,False
DPEP2,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.6986151817618069,0.017167658730158575,0.028308370871142532,0.8901812148004067,False
DPP10,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.3176252642908421,-0.14712071428571427,-0.15541515190475402,0.6247505230686242,False
DPP6,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.6098072929585954,0.05128873015873037,0.06570962824499427,0.8417326160166272,False
DPP7,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.6409047934594982,-0.2121700000000013,-0.16052772635286938,0.8596515051164393,False
DRAXIN,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.011521953598988725,-0.3528957936507915,-0.3609137089151298,0.06630322756963186,False
DSG3,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.02792788753050483,-0.13530198412698402,-0.13938847360820789,0.13175650774425138,False
DSG4,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.9940966502892806,0.0030749206349205416,0.0005478877224646683,0.9985584571542212,False
DUSP3,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.17749125409243133,0.07288710317460301,0.06741346114316957,0.4518446546036378,False
Dkk-1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.8717261784184656,0.06046928571428545,0.023848157491465627,0.9589589567971251,False
Dkk-4,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.11235553117344335,0.22041277777777768,0.19174669922383256,0.34534268548104263,False
ECE1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.4133778762925737,0.05822714285714281,0.059011729069788,0.7119653940150973,False
EDA2R,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.8803776959330578,0.08625809523809735,0.02533736085865712,0.9628695901495605,False
EDAR,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.484480187800042,0.06916785714285717,0.039612171044818546,0.760848689017997,False
EDIL3,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.8949404824256322,-0.04147369047619032,-0.02051382681012129,0.9688502641853148,False
EFNA4,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.5465106710097296,-0.029521984126984202,-0.05936094940465879,0.8052270534354178,False
EGF,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.16709157025065222,0.08553055555555544,0.08500765370996786,0.4370128229888649,False
EGFL7,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.0035068729726540735,-0.22852757936507917,-0.2545411551852177,0.02590340833369135,True
EGLN1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.8640337406449201,0.013278571428571473,0.00914557146950603,0.9551853231635951,False
EIF4B,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,7.894608485891837e-16,1.410380119047619,1.4223803462296503,7.316282515413714e-14,True
EIF4G1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,6.434451073894927e-12,0.6493038095238095,0.6589638747560067,2.913782673803555e-10,True
EIF5A,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.35550920369019734,0.07501380952380932,0.06392523737917748,0.6596992673832066,False
EN-RAGE,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.48771328847262796,-0.10743940476190517,-0.14012299541360598,0.7624450331532647,False
ENAH,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.0336505298726265,0.1560883730158733,0.16706146849302808,0.15246999606869424,False
ENO2,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,1.6294846754619487e-14,1.5799893650793653,1.5601901157342204,1.1595529342349759e-12,True
ENPP7,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.7227634863413415,0.0668387301587301,0.03707604634716423,0.9006121753304636,False
ENTPD2,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.02900998605496531,0.2625143650793653,0.29933443088233486,0.1354479138008632,False
ENTPD5,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.2904431946671332,-0.12349984126984126,-0.1165290124088549,0.5999494149469531,False
ENTPD6,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.004972856870269319,-0.2644748412698413,-0.28207588547007534,0.03422356442878448,True
EPHA10,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.004755989559435703,-0.671942222222222,-0.7015009557876193,0.033250207709388205,True
EPHA2,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.23763683825182022,0.13094960317460302,0.099090749831631,0.5323118608395185,False
EPHB6,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.03780272707759484,-0.48478666666666737,-0.5177226562904185,0.165998751960568,False
EPO,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.8897717942720413,0.002668055555555604,-0.00816981876606937,0.9673279498497025,False
ERBB2,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.0058640964470288055,0.2729982936507936,0.2417358645786365,0.03888256961965023,True
ERBB2IP,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.6296299223918782,-0.029381111111111136,-0.035316391862988544,0.8537173326749352,False
ERBB3,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.23433729757905158,0.17938361111111156,0.1435144301840957,0.5289883596379281,False
ERBB4,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.4569089567850455,0.12224103174603229,0.09889447597939333,0.743337291540642,False
EREG,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.8568985472651831,0.01220611111111114,0.009464393144530747,0.9528847283721489,False
ESM-1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.5604024802252286,0.1514105158730148,0.09634708575619766,0.8130310782720512,False
EZR,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.01176930037681257,0.30427801587301606,0.2895639370655567,0.06719292550372219,False
FABP2,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.05253172402929861,-0.12719309523809486,-0.18684379556681446,0.21039087462990447,False
FABP9,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.5854328281022702,-0.032123293650793805,-0.0320010127257337,0.8282418788639285,False
FADD,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.9568459391814819,0.00122246031746015,-0.0026376362813241884,0.9878058729207914,False
FAM19A5,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.005608626499742121,-0.14639531746031675,-0.16288726040196744,0.037658595790180875,True
FAM3B,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.5085931010103144,0.062075952380952426,0.07617537844036454,0.7794016861516416,False
FAM3C,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.8972852728152727,0.016688095238094114,0.006926168822201845,0.9694286097720936,False
FASLG,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.2681628570324377,-0.1279168650793654,-0.1502329400336222,0.5740687538405932,False
FBP1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.15935428096309173,0.2620767460317459,0.2638700121330345,0.42576770160180516,False
FCAR,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,1.8460054268753468e-05,0.4399557539682539,0.4407375389275363,0.00026152484860892094,True
FCRL1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.9136914397159506,0.004988333333333372,0.009041591294984115,0.9751462179116435,False
FCRL3,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.9176916840856153,6.499999999998174e-05,-0.004161630469972047,0.9757835321261211,False
FCRL6,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.6130863069211125,-0.02651857142857139,-0.03127146415968469,0.8439781655762882,False
FCRLB,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.6249847836127878,0.025392658730158835,0.030958984198995253,0.850482355267282,False
FES,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.623004667045505,-0.04012214285714322,-0.030964485105079764,0.850085121786111,False
FGF-19,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.003941833214546499,-0.3804144047619049,-0.4284221371509162,0.028561310638585937,True
FGF-21,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.4738092512040831,0.08523674603174602,0.07447174079273393,0.7561593376244579,False
FGF-23,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.7390302551894705,-0.02492952380952379,-0.017777874500370203,0.9057842090680767,False
FGF-5,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.06374796509587542,0.2847211904761904,0.27596790030434576,0.24056405388926475,False
FGF-BP1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.18019810706243095,0.09323202380952367,0.0904964929730099,0.45441278321543016,False
FGF2,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.3330298037428694,0.06437833333333326,0.07589416050947381,0.6410067084887284,False
FGFR2,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.5589199188632301,-0.04426428571428609,-0.05419999829141908,0.812436942064553,False
FGR,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.9748317411370037,-0.0050728174603171805,0.0033229233840388894,0.9927064113332352,False
FHIT,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,3.918336979494788e-09,0.6804233333333334,0.6850420802838184,1.1153266330919093e-07,True
FKBP1B,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,6.066210622832646e-06,0.39452734126984135,0.4045049026830423,9.369709043406239e-05,True
FKBP4,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,1.7112898211115727e-15,1.8278711904761904,1.801898437633879,1.4060803994081687e-13,True
FKBP5,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,3.6293794144689402e-09,0.7665269047619048,0.7631987586230513,1.0442654849573088e-07,True
FKBP7,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.023921212179346778,0.136014166666667,0.133020189313529,0.11790479967185764,False
FLI1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.4704156162215011,-0.03737547619047621,-0.040228645204520255,0.7538706868184095,False
FLRT2,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.3126571319241913,-0.12859428571428566,-0.12946419140902637,0.6215083596571124,False
FOSB,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,2.1361765616874007e-06,0.5636957936507936,0.5723302349984645,3.557101086483842e-05,True
FOXO1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.03505744536648878,0.13544115079365038,0.14891133975119292,0.15670658416764757,False
FR-alpha,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.03081551539346605,0.162257420634921,0.14523823751307235,0.14188310669319723,False
FR-gamma,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.2915395697534588,0.1857640873015871,0.13996567890694922,0.6003850236947866,False
FS,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.009766260285579906,0.3910550000000015,0.3408474598058434,0.058436257114168055,False
FURIN,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.9190948526477253,-0.012036388888889027,-0.010446601579957318,0.9757835321261211,False
FUT8,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.9679427770441329,0.010499880952381302,0.006145854345236762,0.9909582543248918,False
FXYD5,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.47966170026086685,-0.037559761904761624,-0.06853583383408812,0.7580637234015271,False
FcRL2,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.9490424173577704,-0.01309785714285705,-0.0039654235976251395,0.986173582064364,False
Flt3L,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.0015680491448900212,0.42826297619047526,0.4189660933003066,0.013086232130652846,True
G-CSF,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.32166846993902953,0.25593071428571434,0.186527261555819,0.6292757904565964,False
GAL,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.034252542225456366,0.42004857142857155,0.3632957293741853,0.15449505463321292,False
GALNT10,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.8133821954224749,-0.002067857142857399,-0.019972268282818784,0.9385771448352902,False
GALNT2,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.08635034376879258,-0.1672969841269838,-0.21483589504980477,0.29001780018427176,False
GALNT3,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.23569186617410964,0.09582952380952436,0.0861761544883183,0.5297239323342298,False
GBP2,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.8218861008501059,-0.021131626984127072,-0.0125065322716892,0.941394349558833,False
GCG,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.9012043413896771,0.003831190476190502,-0.007129850863372797,0.9712777012678467,False
GCNT1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.6139724606693884,-0.02346468253968255,-0.03555533847956894,0.8445565259811918,False
GPC5,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.8668131603194063,-0.007329999999999615,-0.02632474995406281,0.956458658140062,False
GDF-2,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.8191478641237331,-0.00530317460317456,-0.017783624960509725,0.94008140952339,False
GDF-8,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.06669818582878374,-0.14344650793650793,-0.1481310773534525,0.24733960323289092,False
GDNF,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.40150568398400976,-0.039696309523809536,-0.04520315641071416,0.7012930750279548,False
GDNFR-alpha-3,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.7590673745007743,-0.0006068253968249948,-0.047993478328901384,0.9136511697678483,False
GFR-alpha-1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.6599946613688472,-0.027259444444445613,-0.05440001342862616,0.8723004396345048,False
GFRA2,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.0009685673084866381,-0.25238261904761894,-0.27410718300491116,0.008812193434518842,True
GGT5,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.3652934621395799,0.13239523809523812,0.10608326998589332,0.668745670226341,False
GH,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,1.487461169667582e-08,1.19366373015873,1.2075985680661738,3.775498573965168e-07,True
GH2,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.5677971387256624,0.03705666666666674,0.03533679608154245,0.8189184212167081,False
GHRL,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.1209131572258741,0.15429333333333337,0.13495751631574818,0.3617409395984297,False
GIF,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.36007171327268783,-0.06452944444444442,-0.09625114358052847,0.6632243020067765,False
GKN1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.3463826808720677,-0.035669126984127,-0.04656631465751934,0.6531038482494392,False
GLB1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.5189632998773912,-0.057139285714285726,-0.05509452009081381,0.7866833399096421,False
GLO1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,3.7926301971306365e-18,1.9366294444444456,1.9282694819323707,5.303028538794943e-16,True
GLRX,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,2.5732154632156915e-06,1.1327316666666667,1.130931832148247,4.211196558897138e-05,True
GM-CSF-R-alpha,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.5121946679619551,-0.1253563492063483,-0.12396676924663488,0.7820290236890387,False
GPC1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.18615129050267365,0.24219000000000035,0.21047270122651446,0.4630286710654781,False
GPNMB,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.00307182685588436,0.4654935714285706,0.43628203535949134,0.023053163880789408,True
GRAP2,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.3497710340829535,0.04587865079365083,0.06123031139545207,0.6561240421185652,False
GSAP,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.10644219349642943,0.16698238095238105,0.18893507668148413,0.33504539487568225,False
GSTP1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,4.428038283663509e-08,0.4703250000000001,0.48552680765103523,1.0199845410635308e-06,True
GT,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.24359911970631895,-0.09369777777777788,-0.1013801664878099,0.5394937728263985,False
GZMA,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.0012459471569408,-0.5020366666666662,-0.49552188070320824,0.01082900636948547,True
GZMB,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.314456003977386,0.0908165873015873,0.09003888330385915,0.6225072905364547,False
GZMH,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.5032134952241814,0.06613678571428572,0.06986815153811946,0.7745483887479192,False
Gal-1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.008711204820284642,0.5748446428571428,0.5084862581587686,0.053778700555901324,False
Gal-9,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,9.906443338732394e-07,0.677350634920634,0.6439749559388025,1.7663166310894225e-05,True
HAGH,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,1.351714421640711e-07,0.7950575396825396,0.8378623899122314,2.835043142230649e-06,True
HAOX1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.45177584452022135,0.04467841269841266,0.044094764767784726,0.7402866374526625,False
HB-EGF,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.020681705518615413,-0.10260492063491977,-0.11901446453230649,0.10527655472857844,False
HCLS1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.6761767593651556,-0.021698809523809537,-0.018912590658316533,0.879570552005923,False
HDGF,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,2.6989641668499245e-11,1.3478303968253968,1.3980897571089224,1.0919159598880151e-09,True
HEXIM1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,3.1872509458381663e-13,0.9022092857142857,0.923139636007194,1.8275100747000134e-11,True
HGF,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.03944335883645222,0.3014358730158726,0.2932326945903505,0.17106046973002803,False
HMOX2,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,9.085211340246885e-16,1.5473997222222222,1.5398497877501771,8.228310725200872e-14,True
HNMT,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.003609651243028693,0.5167504761904755,0.47459581653159527,0.02653959447134565,True
HO-1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.024192223263153224,0.4973678571428568,0.45748245949604655,0.11901976506625382,False
HPGDS,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.9273909664226374,0.00017837301587286802,-0.004141428381753992,0.977815319802675,False
HS3ST3B1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.41424831034902954,-0.02826595238095242,-0.0452939410868356,0.7119653940150973,False
HS6ST1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.2970058856703428,-0.133161984126984,-0.18396916943361355,0.6063362983587685,False
HSD11B1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.7112159522793196,-0.016723571428571615,-0.02054459625573056,0.8960466550215265,False
HSP 27,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,2.1010688501229256e-06,1.573869523809524,1.4853019678383286,3.5179661208991005e-05,True
HSP90B1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.43523850884176196,-0.03816761904761923,-0.05817571372466171,0.7275274571033647,False
ICA1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,1.4639922113974233e-06,0.43905000000000005,0.44171397815031416,2.5365256358342312e-05,True
ICOSLG,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.13837114172800036,-0.2066115079365085,-0.24905030966718938,0.39190405102066905,False
IDUA,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.04992772228559817,-0.4178892857142853,-0.42083490655211653,0.20333364671242585,False
IFI30,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.03569782181680139,0.18844428571428562,0.23529301047202983,0.1593010301679211,False
IFN-gamma,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.9741560977852143,0.00868003968253972,0.007330190775085482,0.9927064113332352,False
IFN-gamma-R1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.551134141833491,0.09899134920634989,0.07113846243569436,0.807007001729363,False
IFNL1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.43801910386793785,0.061726666666666485,0.043469647753109214,0.7289268656393086,False
IFNLR1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.10715466783641713,-0.08467761904761906,-0.09363112582015656,0.33622941049458444,False
IGF1R,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.14778916332562184,0.21312138888888832,0.18087968740485977,0.4086020647044032,False
IGFBPL1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.3588134922991222,-0.11980571428571452,-0.1739000113356971,0.6619776698203712,False
IGSF3,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.03273131181210024,-0.19639936507936495,-0.20752308858308754,0.14932372933167654,False
