Protein,Group_Col,Group1,Group2,Group1_vs_Group2,F_P_Value,Log2_Fold_Change,Beta_Coefficient,Q_Value,Significant
ADAM 8,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.5459527726211009,0.0708605555555556,0.04536632062519577,0.8051894148390404,False
ADAM-TS 15,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.7234438887084529,0.07278178571428573,0.039047565643691856,0.9010545074240303,False
ADAM-TS13,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.3987591902172066,0.061664920634920684,0.05456586664087669,0.6992481405710458,False
ADAM15,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.810252439568622,-0.015776468253968723,-0.036253339491834236,0.9366598744760299,False
ADGRB3,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.26120711524786144,-0.1370632539682548,-0.16112585078258151,0.564485007734668,False
ADGRE2,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.9630221851395907,0.041356904761904456,0.007497416372843846,0.989921535865474,False
ADGRG1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.06258115736584342,0.3366279761904758,0.30443944793297406,0.2381725491200788,False
ADGRG2,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.9646179173130089,0.006072619047619132,-0.003144626590456452,0.9901385104494144,False
ADM,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.4057568000835552,0.16323277777777712,0.1062441643433698,0.7054715743163034,False
AGR2,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.19403124377963887,-0.085239880952381,-0.08469897492506073,0.47335815061669057,False
AGR3,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.5387207825728073,-0.03526468253968251,-0.055788828698437085,0.8003558183316745,False
AGRP,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.002892502660770597,0.51279380952381,0.4842955216023014,0.021892921373543834,True
AHCY,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,2.481788935967779e-07,0.6621614285714286,0.6806682631216703,4.99491359082404e-06,True
AIFM1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.9419551532230348,-0.004254603174603133,-0.005521916674855604,0.9832852090618975,False
AKT1S1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.00028848288705142706,0.20827134920634904,0.2046416953044977,0.0031281749793195556,True
ALDH1A1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,2.797019609353933e-10,1.111114761904762,1.1239494658828568,9.692280994152541e-09,True
ALDH3A1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.4807941881736737,0.04693928571428585,0.07094100178172871,0.7590985894897344,False
AMBP,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.943644595176979,0.06603436507936511,-0.00982773006917001,0.9840421234161649,False
AMIGO2,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.31308451320313074,-0.062388730158730143,-0.07378159927823857,0.6215083596571124,False
AMN,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.3016301482650151,-0.06316884920634924,-0.0648744026095465,0.6113917298250687,False
ANGPT1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.3850436672143367,0.05096984126984072,0.050284044798954236,0.6879231221979675,False
ANGPT2,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.031564410124530665,-0.2985265873015873,-0.3143168033504277,0.1447458853236533,False
ANGPTL1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.04815001729622903,0.3287091269841276,0.2860766627190111,0.19811855335619277,False
ANGPTL7,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.8917500172106072,0.018396428571428203,-0.02827242969873664,0.9680261014939443,False
ANXA1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,9.719283336090119e-05,0.6566702777777778,0.6586470925022272,0.0011772445013470856,True
ANXA10,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.7032214373171558,0.03360968253968277,0.023872311802294745,0.8914818468653584,False
ANXA11,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.06774123226756226,0.26645730158730163,0.26747850705829357,0.2501842544821461,False
ANXA4,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.471717792092227,0.03746563492063493,0.04035287436484594,0.7546348460407566,False
AOC1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.4455245548736032,0.07688448412698412,0.10528157668424097,0.7347103929794522,False
APBB1IP,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.9324559165743352,0.0022253968253975742,-0.006138020555548282,0.9792691599812164,False
APEX1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,9.073984842829811e-14,1.9200412698412694,1.9535666393073774,5.739655491853459e-12,True
APLP1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.10618336715538007,0.08572714285714156,0.09512967614749612,0.3346308565553101,False
AREG,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.6637002024013141,0.004721428571428654,-0.03230585953589063,0.8733917277461817,False
ARG1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.38437402545705357,0.20996507936507913,0.23089480418578553,0.6873916372190357,False
ARHGAP1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.008618463729169095,0.1825339682539684,0.18129178587547107,0.05333009000114727,False
ARHGEF12,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,1.1987285637712922e-13,0.9695095238095244,0.9815606914384502,7.463958322857188e-12,True
ARNT,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.22355136767747996,0.10024547619047608,0.09393233650891208,0.5149434683206692,False
ARSB,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.008428707004398904,-0.21956412698412686,-0.21268727046105715,0.052440901502778504,False
ARTN,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.6223484529657325,-0.059483571428571747,-0.04766903993878014,0.8498361901291779,False
ASGR1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.3019628312080906,0.057802460317460364,0.046350597586363645,0.6115867988285285,False
ATG4A,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.7101227224680173,-0.02144000000000007,-0.02389896398977684,0.8960466550215265,False
ATP6AP2,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.07176232895020192,-0.22798218253968255,-0.23263810137615465,0.2600893446070257,False
ATP6V1F,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.4533313348962028,0.05425242063491997,0.05430509752862062,0.7412906727785671,False
AXIN1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.14622034905320616,0.09068023809523806,0.07947418627131354,0.40633758087658756,False
Alpha-2-MRAP,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.13728372457576038,-0.18539873015873098,-0.21572657346771756,0.39007175931151883,False
BACH1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.60581013209744,0.03417523809523826,0.03290488508232909,0.8394267648720486,False
BAG6,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,2.755688933750903e-07,0.3464572222222223,0.3538585994795318,5.50447137894604e-06,True
BAMBI,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.07285967814845085,-0.15743000000000018,-0.1751324599510259,0.26204496157182006,False
BANK1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.6385621063119349,0.06405130952380977,0.04709130988503259,0.8588366520276216,False
BCAN,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.03486303517720943,-0.07515769841269737,-0.07366670825746241,0.15636157725911717,False
BCL2L11,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.10109656088715015,-0.058514126984126724,-0.06656023035425027,0.32450245278718753,False
BCR,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.24018120725870404,0.06075317460317464,0.07393410727209147,0.5347169504674542,False
BGN,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.064638238082765,0.1280019047619047,0.11955672160526737,0.24265980099841597,False
BID,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.30861025196497543,-0.05410436507936556,-0.0542115446430366,0.6172205039299509,False
BIRC2,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.47866128035978317,0.04200571428571431,0.040134801385501434,0.7580303058260796,False
BMP-4,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.10733340386993159,-0.22973230158730207,-0.2651964562926764,0.33652526705088703,False
BMP-6,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.9057037987771837,0.01845857142857099,-0.013912975006090789,0.9716224585379905,False
BNP,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.15215385648735202,-0.07503888888888888,-0.07700674779089225,0.4167237925100329,False
BOC,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.9185703957774741,0.04448579365079364,0.00830914331645316,0.9757835321261211,False
BST2,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.6344835438472756,0.05904095238095239,0.043983945764116864,0.8565097975038595,False
BTC,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.04224287798732773,-0.2507772619047619,-0.2640894069651329,0.1791781466519436,False
BTN3A2,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.17002973289685272,-0.1174169047619047,-0.1657852702597729,0.43997953609997276,False
Beta-NGF,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.07885141291406968,0.03852468253968255,0.038245816709816506,0.27347509178639484,False
CA12,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.5048742881596712,0.04679190476190476,0.056412782481371784,0.7762052616960994,False
CA13,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,6.309137423724012e-07,0.6281568253968254,0.6185880776388526,1.169391285280939e-05,True
CA14,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.3718387176449337,-0.10034876984127017,-0.10636575169969542,0.6760822691235272,False
CA5A,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.2345180769867152,0.06270238095238084,0.1018643604763233,0.5289883596379281,False
CADM3,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.0002646789037998208,-0.2395374603174596,-0.25276978002858147,0.0029056347979126334,True
CAIX,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,2.8870809438803816e-09,1.3324327380952372,1.2837579061053395,8.428584294039063e-08,True
CALCA,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,6.213605523763587e-05,0.6482183333333333,0.6399436122801445,0.0007910932272267697,True
CALR,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.9922343602693736,-0.0017807539682539453,0.0011171174136602388,0.9979944284890091,False
CAMKK1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,1.3099236449272677e-13,1.2284134126984125,1.2241388817445256,8.030839576977173e-12,True
CANT1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.4750670109709335,-0.08591468253968326,-0.10551433839105384,0.7574887447783577,False
CAPG,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,4.0136962349968965e-08,0.9513055952380955,0.931598225580134,9.380985041913567e-07,True
CARHSP1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.4295321795627872,0.0564705555555558,0.05565820499491328,0.7229929189261698,False
CASP-8,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.0003217060593194641,0.266190753968254,0.25580565920086806,0.0034278038673477658,True
CBL,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.30854883487681245,0.09463031746031747,0.074724145210736,0.6172205039299509,False
CCDC80,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.00036428850189302296,0.6914256349206345,0.6512048113630359,0.0037903124805318445,True
CCL11,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.015301133504800732,-0.1636521428571428,-0.19314794749146863,0.08307223026788953,False
CCL17,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.9272697561581804,0.05872920634920664,0.01598638202440196,0.977815319802675,False
CCL19,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.16038422011986458,-0.43510825396825403,-0.5296694962814031,0.42679874268958956,False
CCL20,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.43494758293370994,0.11249424603174596,0.11438949715787242,0.7275274571033647,False
CCL23,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,4.304718788550799e-06,0.881266984126984,0.8371960765706643,6.875472694338651e-05,True
CCL25,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.632769698260276,0.06815019841269865,0.035371049363775046,0.8549475644647032,False
CCL27,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.12548152418725925,-0.0771844047619048,-0.09350853457719352,0.3706290449162611,False
CCL28,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.06513687004510237,0.13398742063492053,0.1162708059105893,0.24327125316750978,False
CCL3,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,1.3646140497517025e-09,1.0194490476190468,0.9950941464723417,4.1196871123185864e-08,True
CCL4,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.00045263461592285497,0.5153899206349202,0.5095237123037778,0.0045722406703487374,True
CD160,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.3177577297432051,-0.0747170238095238,-0.10469198812315493,0.6247505230686242,False
CD164,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.4975880504387604,0.0590259523809511,0.0514914062683014,0.7717315602020365,False
CD1C,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.15711672710196817,-0.10439547619047612,-0.12018843323245806,0.4237480742837011,False
CD200,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.026278111251293305,-0.33836380952381084,-0.34692381694151586,0.12662427247449073,False
CD200R1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.7111394888897347,0.03125301587301599,0.01960156875220173,0.8960466550215265,False
CD207,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.9403562085677754,0.020850476190475975,0.008030098070332156,0.9824814513979475,False
CD244,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.500781578304588,-0.02141876984126989,-0.03955801212166617,0.772894883634308,False
CD27,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.21348047748834484,0.24959511904761866,0.23627866615201193,0.5001291609588796,False
CD28,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.701003474080811,-0.016580952380952474,-0.022029726044718773,0.8905001097265004,False
CD2AP,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.025933943793956218,0.26095595238095237,0.26208674088918804,0.12534477382524623,False
CD302,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.3341132723000524,0.16234067460317547,0.16480367828252201,0.6414639882293687,False
CD33,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.7892775376754356,0.06162682539682529,0.03127450124602753,0.9250536861010377,False
CD38,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.11696047043329691,-0.26016777777777733,-0.32620788853362703,0.3528292768180834,False
CD4,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.00013041843541997689,0.3848919841269842,0.3545149172369703,0.0015330898676950086,True
CD40,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,2.1937895245653092e-05,0.5764828174603167,0.5685087151646404,0.0003025000434391958,True
CD40-L,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.05171976107141727,-0.14416309523809534,-0.13243927531687452,0.2076919092210576,False
CD48,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.07655638479360011,0.23511797619047536,0.2033493557936993,0.26914989837558123,False
CD5,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.9116335912751621,-0.03095051587301567,-0.014673187243252742,0.9743488966693096,False
CD6,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.9835833943369754,0.0022890476190475795,-0.0013067784983626929,0.9943964259385756,False
CD63,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.003367756921834253,0.25252313492063494,0.23339460211747887,0.025061645814210082,True
CD70,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.45595573703636205,0.11401912698412701,0.08950523572362028,0.7429906408055215,False
CD79B,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.044866739620045885,0.3045444444444445,0.2913034862109186,0.18810516295200722,False
CD83,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.5693881375769969,0.09007476190476194,0.06767654226669373,0.8195816247947744,False
CD84,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,7.183454326081788e-06,0.31118746031746025,0.3075005313219615,0.00010884435547314039,True
CD8A,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.21198683300421212,-0.19338742063492087,-0.19766266784373648,0.4979472617281375,False
CDCP1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.10804024138602933,0.15745273809523797,0.17943866353755852,0.3370178958303929,False
CDH15,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.0020872011919872507,-0.546875912698412,-0.5755264818648661,0.016803023737513523,True
CDH17,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.8468199439357099,0.012584404761904366,0.00944334150726564,0.9499709186293638,False
CDH2,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.12830678963045772,-0.14701658730158762,-0.17506865258059146,0.3760177093531364,False
CDH3,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.1019828477356671,-0.11079682539682612,-0.10964624250396693,0.3259724763513504,False
CDH6,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.001244431955449487,-0.3975926984126984,-0.41860349604344627,0.01082900636948547,True
CDHR5,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.390870880954195,-0.0356291269841269,-0.06214881102029948,0.6925390239112302,False
CDKN1A,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.1669232704827664,0.11921619047619048,0.10791405392377788,0.4370128229888649,False
CDNF,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.04142658315334633,-0.11199230158730156,-0.12968715157407562,0.17703478162582856,False
CDSN,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.05276195473266103,-0.13682071428571407,-0.17098819095084175,0.21078334797960321,False
CEACAM1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.19156379071258817,0.153682857142857,0.1309121966370117,0.4706673742513273,False
CEACAM3,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.33179347545085447,0.05557492063492164,0.05130569012564759,0.640134107805207,False
CEACAM5,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.10776221645016858,-0.19808706349206373,-0.24366441356291493,0.33654579353755626,False
CEACAM8,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.7610529981795056,0.04064658730158732,0.027238621351256802,0.9136511697678483,False
CES2,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.696593716954447,-0.019141388888889166,-0.024412734904613063,0.8894388078051767,False
CETN2,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.005951577589040257,0.1470059126984129,0.14274900943722613,0.03929914944875795,True
CFC1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.004273280006071436,-0.27642476190476106,-0.3211025750131257,0.030436140883279127,True
CHRDL2,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.0021287791748200078,-0.37809476190476204,-0.4049989352383795,0.01706878271963326,True
CKAP4,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.1528919144701637,-0.12369666666666568,-0.1597333508957844,0.4180269496834322,False
CLEC10A,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.3178624054006614,-0.09270055555555551,-0.14084009374561773,0.6247505230686242,False
CLEC1A,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.6001392291249535,0.08099206349206339,0.04524838720809203,0.8366098078033843,False
CLEC1B,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.22418147210754308,0.13878126984126982,0.12382525975014703,0.5159475404842964,False
CLEC4A,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.46562559730203446,0.06277285714285696,0.04782471161203097,0.7510698260467951,False
CLEC4C,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.6711491489011883,-0.020807142857142857,-0.02798911706208842,0.8768948715971262,False
CLEC4D,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.21713489824388704,0.07840476190476187,0.07060002225891857,0.5050226810044304,False
CLEC4G,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.7924072772587316,-0.01098904761904762,-0.015298166030018323,0.9271118613846288,False
CLEC5A,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,1.203905990760918e-07,1.2629585714285723,1.2523649247091182,2.5655429803113684e-06,True
CLEC6A,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.7350627030065915,0.05401261904761906,0.040091404634813255,0.9035807184574514,False
CLEC7A,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.4979603090828484,0.15215190476190354,0.10860997992081606,0.7717315602020365,False
CLM-1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.17914216844350478,0.30406079365079197,0.2719907632462478,0.45354608719654804,False
CLM-6,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.0416468777176862,0.34748769841269844,0.29908974667360044,0.17750032909623478,False
CLMP,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.3392284336772431,-0.1187094444444452,-0.16532043913686972,0.6460398907249281,False
CLSPN,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.6924294645930104,0.03131130952380956,0.022937791283803265,0.887587040725357,False
CLSTN1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.0023694103350819936,-0.19549535714285718,-0.2010439458366845,0.018734325764487587,True
CLSTN2,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.1352411645645382,-0.24866690476190279,-0.28987445980547144,0.3872274373649717,False
CLSTN3,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.024358313286209604,-0.28872960317460317,-0.3143584492910608,0.11961537701237865,False
CLUL1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.1086434318971525,-0.20474674603174492,-0.25221798374150844,0.3378416512759678,False
CNTN2,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.17937682656364928,-0.03600170634920641,-0.03442737971939938,0.4538518437181856,False
CNTN5,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.003069947965250546,-0.4815259523809514,-0.4972618948127328,0.023053163880789408,True
CNTNAP2,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.0008503498009172507,-0.5462397619047632,-0.5674081099030857,0.00784408323299825,True
COL4A1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.10937645436584738,0.282866746031746,0.25023281174877604,0.3387995164010948,False
COL4A3BP,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.22989494768797014,0.08304059523809548,0.07111268594669691,0.5235036380208921,False
COMT,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.27373617419401614,0.197645476190476,0.2084954951427826,0.5812205880575526,False
CPA2,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.4180587607293369,-0.08545722222222274,-0.11615363707454175,0.715620344289694,False
CPE,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.7523819840212915,0.05767408730158685,0.03199888192314143,0.9106281868660353,False
CPM,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.809855859437121,0.052339682539682464,0.03682828192826865,0.9366598744760299,False
CPXM1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.7311031790086547,-0.08301571428571375,-0.06895380567107023,0.9028677798766234,False
CRADD,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,1.0173142632962455e-08,0.4774548015873016,0.48369572162172497,2.68476644982486e-07,True
CRH,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.1351606270293823,0.30099218253968174,0.32859628770705335,0.3872274373649717,False
CRIP2,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.009721710018033061,0.5029601587301589,0.4787549490300118,0.05834490123774359,False
CRISP2,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.007935184834443729,-0.2608479365079366,-0.32275768556256884,0.05003435374249724,False
CRKL,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,5.933156556067113e-22,2.9683438888888887,2.9543578439763496,1.970302406327287e-19,True
CRNN,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.631861496882487,0.04501297619047612,0.046924027544629585,0.8545623842106604,False
CRTAM,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.6987596742391027,0.02538380952380964,0.025259633733677154,0.8901812148004067,False
CRX,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.8836232887297218,-0.025094603174603325,-0.007965660994841285,0.9648551323709936,False
CSF-1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.5383502992470715,0.09338408730158765,0.06457363819384021,0.8003558183316745,False
CSNK1D,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.845280340577783,-0.008858452380952286,-0.00830883668169164,0.9495256257089402,False
CST5,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.20863670329785047,0.06041523809523763,0.0509967449049219,0.4944497547677277,False
CTF1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.6318287839738964,-0.023801984126984088,-0.025584443434473428,0.8545623842106604,False
CTRC,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.7032304104444803,0.04178007936507999,0.05924974011522813,0.8914818468653584,False
CTSC,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.3617389065040554,0.15524928571428642,0.1240488450971951,0.6652027234568102,False
CTSH,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.6249230495453353,-0.05305738095238155,-0.10165925491235198,0.850482355267282,False
CTSL1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.14617177546213336,0.08390357142857319,0.07835134499162988,0.40633758087658756,False
CTSO,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.9186852630701995,0.03324595238095185,0.020447746394120836,0.9757835321261211,False
CTSS,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.5847474168560428,-0.04168698412698291,-0.05207389070522128,0.8282418788639285,False
CTSV,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.03966215980434112,-0.2830392857142857,-0.26401665635262944,0.17151785873065584,False
CX3CL1,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.8153334821650836,0.04888154761904756,0.02510727292434386,0.9392127186657008,False
CXADR,SubGroup,MM(V)1,CTRL,MM(V)1 vs CTRL,0.004981095951993726,-0.40501761904761846,-0.4357293605466328,0.03422356442878448,True
